0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.799892007895510346e+02,0.000000000000000000e+00,0.000000000000000000e+00,-1.787892007895510460e+02,1.800000000000000000e+01
-1.799481727899371322e+02,0.000000000000000000e+00,0.000000000000000000e+00,-1.775481727899371265e+02,3.420000000000000284e+01
-1.798604265512506117e+02,0.000000000000000000e+00,0.000000000000000000e+00,-1.762604265512506174e+02,4.878000000000000114e+01
-1.797120354711138361e+02,0.000000000000000000e+00,0.000000000000000000e+00,-1.749120354711138248e+02,6.190200000000000102e+01
-1.794913040197303644e+02,0.000000000000000000e+00,0.000000000000000000e+00,-1.734913040197303644e+02,7.371179999999999666e+01
-1.791884762692260438e+02,0.000000000000000000e+00,0.000000000000000000e+00,-1.719884762692260551e+02,8.434062000000000126e+01
-1.787954800944688714e+02,0.000000000000000000e+00,0.000000000000000000e+00,-1.703954800944688657e+02,9.390655800000000397e+01
-1.783057029217998775e+02,1.302601012068066666e+00,1.302601012068066666e+00,-1.687057029217998831e+02,1.025159021999999993e+02
-1.777137953574508060e+02,1.790810772583995458e+00,4.882097605159287923e-01,-1.669137953574507947e+02,1.102643119800000022e+02
-1.770154994343914723e+02,2.383248584456964636e+00,5.924378118729691778e-01,-1.650154994343914723e+02,1.172378807820000048e+02
-1.762074985798933540e+02,3.088498404202823622e+00,7.052498197458589857e-01,-1.630074985798933653e+02,1.235140927037999887e+02
-1.752872867306888338e+02,3.914689965731781740e+00,8.261915615289581183e-01,-1.608872867306888281e+02,1.291626834334199714e+02
-1.742530543122779818e+02,4.869420339696034716e+00,9.547303739642529763e-01,-1.586530543122779875e+02,1.342464150900779600e+02
-1.731035890573036795e+02,5.959666925408214411e+00,1.090246585712179694e+00,-1.563035890573036681e+02,1.388217735810701754e+02
-1.718381898682533802e+02,7.191694360967858302e+00,1.232027435559643891e+00,-1.538381898682533802e+02,1.429395962229631607e+02
-1.704565921349718565e+02,8.570957266397954299e+00,1.379262905430095998e+00,-1.512565921349718678e+02,1.466456366006668475e+02
-1.689589031002327033e+02,1.010200038764696728e+01,1.531043121249012984e+00,-1.485589031002326976e+02,1.499810729406001713e+02
-1.673455460292772727e+02,1.178835752667282577e+01,1.686357139025858487e+00,-1.457455460292772784e+02,1.529829656465401513e+02
-1.656172120839219133e+02,1.363245057861252008e+01,1.844093051939694305e+00,-1.428172120839219303e+02,1.556846690818861418e+02
-1.637748189304656989e+02,1.563549001579883679e+01,2.003039437186316718e+00,-1.397748189304656989e+02,1.581162021736975305e+02
-1.618194752249153794e+02,1.779737823259176821e+01,2.161888216792931416e+00,-1.366194752249153908e+02,1.603045819563277803e+02
-1.597524502205224621e+02,2.011661727307478031e+01,2.319239040483012104e+00,-1.333524502205224849e+02,1.622741237606950051e+02
-1.575751478326749293e+02,2.259022258841639541e+01,2.473605315341615096e+00,-1.299751478326749350e+02,1.640467113846254961e+02
-1.552890845760398406e+02,2.521364459818119030e+01,2.623422009764794893e+00,-1.264890845760398577e+02,1.656420402461629351e+02
-1.528958708596216525e+02,2.798069994847776343e+01,2.767055350296573124e+00,-1.228958708596216667e+02,1.670778362215466473e+02
-1.504841475070364822e+02,3.084581915173521338e+01,2.865119203257449954e+00,-1.204841475070364822e+02,1.683700525993919825e+02
-1.481443835815732086e+02,3.376667997329968784e+01,2.920860821564474463e+00,-1.193443835815732115e+02,1.695330473394527928e+02
-1.458803718390726090e+02,3.673835331462646536e+01,2.971673341326777518e+00,-1.182803718390726146e+02,1.705797426055075050e+02
-1.436955516363793777e+02,3.975609079201683471e+01,3.017737477390369349e+00,-1.172955516363793720e+02,1.715217683449567403e+02
-1.415930428267429306e+02,4.281533916379441962e+01,3.059248371777584907e+00,-1.163930428267429278e+02,1.723695915104610776e+02
-1.395756760286938061e+02,4.591174786924693763e+01,3.096408705452518006e+00,-1.155756760286938061e+02,1.731326323594149699e+02
